Admin2,Admin3,Admin4,Province,Partner,Municipality,Barangay,Household Latrines Construction Started,Construction of Household Latrines Completed,Relocation Latrines Completed,# of RC 143 Volunteers Trained on HP (PHAST & Simplified HP),Households with access to safe water supply,# of households reached on PHAST,Schools Identified,Schools WatSan Facilities Construction Started,Schools WatSan Facilities Completed,# Individuals trained in CHAST,# of students reached on CHAST,Community - Based WatSan Facilities,Additional Comments
PH083700000,PH083717000,#N/A,Leyte,IFRC,Dagami,Lobe lobe East,7,7,,0,,,0,,,,,,
PH083700000,PH083717000,#N/A,Leyte,IFRC,Dagami,Tinao,27,27,,0,,,0,0,0,0,,,
PH083700000,PH083717000,#N/A,Leyte,IFRC,Dagami,Camonoan,10,10,,0,,0,0,,,,,0,
PH083700000,PH083718000,PH083718004,Leyte,German Red Cross,Dulag,Batug,0,0,,0,,,0,,,,,,
PH083700000,PH083718000,PH083718006,Leyte,German Red Cross,Dulag,Cabacungan,36,35,,0,,,0,0,,,,,
PH083700000,PH083718000,PH083718008,Leyte,German Red Cross,Dulag,Cabato-an,13,13,,0,,,0,0,,,,,
PH083700000,PH083718000,PH083718019,Leyte,German Red Cross,Dulag,Luan,5,5,,0,,,0,0,,,,,
PH083700000,PH083718000,PH083718022,Leyte,German Red Cross,Dulag,Barbo (Pob.),27,27,,0,,,0,0,,,,,
PH083700000,PH083718000,PH083718023,Leyte,German Red Cross,Dulag,Buntay (Pob.),2,2,,0,,,0,,,,,,
PH083700000,PH083718000,PH083718025,Leyte,German Red Cross,Dulag,Candao (Pob.),5,5,,0,,,0,,,,,,
PH083700000,PH083718000,PH083718027,Leyte,German Red Cross,Dulag,Combis (Pob.),8,8,,0,,,0,0,,,,,
PH083700000,PH083718000,PH083718032,Leyte,German Red Cross,Dulag,Sungi (Pob.),0,0,,0,,,0,,,,,,
PH083700000,PH083718000,PH083718034,Leyte,German Red Cross,Dulag,Rizal,180,133,0,0,,,0,0,0,0,,0,
PH083700000,PH083718000,PH083718037,Leyte,German Red Cross,Dulag,Salvacion,64,64,,0,,0,0,0,0,,,0,
PH083700000,PH083718000,PH083718042,Leyte,German Red Cross,Dulag,San Rafael,69,69,,,,,,,0,,,,
PH083700000,PH083718000,PH083718044,Leyte,German Red Cross,Dulag,Tabu,61,60,,0,,,0,0,0,,,,
PH083700000,PH083718000,#N/A,Leyte,German Red Cross,Dulag,Highway,22,21,,,,,,,,,,,
PH083700000,PH083722000,PH083722001,Leyte,Netherlands Red Cross,Isabel,Anislag,10,10,,0,,,0,0,,,,,
PH083700000,PH083722000,PH083722002,Leyte,Netherlands Red Cross,Isabel,Antipolo,21,21,,0,,,0,,0,,,,
PH083700000,PH083722000,PH083722004,Leyte,Netherlands Red Cross,Isabel,Bantigue,29,29,,,,,,,0,,,,
PH083700000,PH083722000,PH083722007,Leyte,Netherlands Red Cross,Isabel,Can-andan,14,14,,,,0,0,,0,,,0,
PH083700000,PH083722000,PH083722008,Leyte,Netherlands Red Cross,Isabel,Cangag,27,27,,0,,,0,,0,,,,
PH083700000,PH083722000,PH083722009,Leyte,Netherlands Red Cross,Isabel,Consolacion,26,26,,0,,0,0,0,0,,,0,
PH083700000,PH083722000,PH083722015,Leyte,Netherlands Red Cross,Isabel,Monte Alegre,32,32,,0,,0,0,,0,,,0,
PH083700000,PH083722000,PH083722018,Leyte,Netherlands Red Cross,Isabel,San Francisco,46,46,,0,,0,0,,0,,,0,
PH083700000,PH083722000,#N/A,Leyte,Netherlands Red Cross,Isabel,Putting Bato,32,32,,0,,0,0,,0,,,0,
PH083700000,PH083725000,PH083725002,Leyte,German Red Cross,Julita,Anibong,98,98,,0,,0,0,0,,,,0,
PH083700000,PH083725000,PH083725015,Leyte,German Red Cross,Julita,Hindang,91,91,,0,,0,0,,,,,0,
PH083700000,PH083725000,PH083725016,Leyte,German Red Cross,Julita,Inawangan,23,23,,0,,,0,0,,,,,
PH083700000,PH083725000,PH083725023,Leyte,German Red Cross,Julita,San Pablo,26,26,0,0,,,0,0,0,0,,0,
PH083700000,PH083728000,PH083728001,Leyte,IFRC,La Paz,Bagacay East,23,23,,0,,,0,0,,,,,
PH083700000,PH083728000,PH083728005,Leyte,IFRC,La Paz,Buracan,61,61,,0,,0,0,0,,,,0,
PH083700000,PH083728000,PH083728013,Leyte,IFRC,La Paz,Cogon,23,23,,0,,,0,0,,,,,
PH083700000,PH083728000,PH083728035,Leyte,IFRC,La Paz,Tarugan,22,22,,0,,0,0,,,,,0,
PH083700000,PH083728000,#N/A,Leyte,IFRC,La Paz,Model House,0,0,,0,,,0,0,0,,,,
PH083700000,PH083728000,#N/A,Leyte,IFRC,La Paz,Gimaranat West,31,30,,0,,,0,0,,,,,
PH083700000,PH083728000,#N/A,Leyte,IFRC,La Paz,Gimaranat East,43,39,,0,,,0,0,,,,,
PH083700000,PH083728000,#N/A,Leyte,IFRC,La Paz,Sta Ana,61,42,,0,,,0,0,,,,,
PH083700000,PH083730000,PH083730002,Leyte,American Red Cross,Macarthur,Burabod,29,29,,0,,65,1,0,0,,,0,
PH083700000,PH083730000,PH083730007,Leyte,American Red Cross,Macarthur,Danao,49,34,,0,,128,1,0,0,,,4,
PH083700000,PH083730000,PH083730009,Leyte,American Red Cross,Macarthur,Kiling,3,0,,,,76,1,0,,,,0,
PH083700000,PH083730000,PH083730010,Leyte,American Red Cross,Macarthur,Lanawan,0,0,,,,75,1,0,,,,0,
PH083700000,PH083730000,PH083730013,Leyte,American Red Cross,Macarthur,Oguisan,0,0,,,,31,1,,,,,0,
PH083700000,PH083730000,PH083730024,Leyte,American Red Cross,Macarthur,San Antonio,5,1,,,,121,1,0,0,,,0,
PH083700000,PH083730000,PH083730025,Leyte,American Red Cross,Macarthur,San Isidro,36,34,,0,,60,1,0,0,,,0,
PH083700000,PH083730000,PH083730028,Leyte,American Red Cross,Macarthur,Santa Isabel,0,0,,,,112,0,,,,,0,
PH083700000,PH083730000,PH083730032,Leyte,American Red Cross,Macarthur,Villa Imelda,18,18,,0,,48,0,0,0,,,0,
PH083700000,PH083735000,PH083735003,Leyte,American Red Cross,Mayorga,Burgos,13,6,,0,,136,1,0,,,,0,
PH083700000,PH083735000,PH083735012,Leyte,American Red Cross,Mayorga,San Roque,19,17,,0,,200,1,0,0,,,0,
PH083700000,PH083735000,PH083735014,Leyte,American Red Cross,Mayorga,Talisay,26,16,,0,,131,1,0,0,,,0,
PH083700000,PH083735000,PH083735015,Leyte,American Red Cross,Mayorga,Union,39,31,,0,,288,1,0,0,0,,0,
PH083700000,PH083735000,PH083735016,Leyte,American Red Cross,Mayorga,Wilson,6,6,,0,,129,1,0,,,,0,
PH083700000,PH083736000,PH083736004,Leyte,Netherlands Red Cross,Merida,Calunasan,39,39,,0,,0,0,0,0,,,0,
PH083700000,PH083736000,PH083736005,Leyte,Netherlands Red Cross,Merida,Cambalong,28,28,,0,,,0,,0,,,,
PH083700000,PH083736000,PH083736013,Leyte,Netherlands Red Cross,Merida,Lundag,0,0,,,,,,,0,,,,
PH083700000,PH083736000,PH083736014,Leyte,Netherlands Red Cross,Merida,Mahalit,15,15,,,,0,0,0,0,,,0,
PH083700000,PH083736000,PH083736020,Leyte,Netherlands Red Cross,Merida,San Jose,22,22,,0,,0,0,0,0,,,0,
PH083700000,PH083736000,PH083736022,Leyte,Netherlands Red Cross,Merida,Tubod,52,52,,0,,0,0,0,0,,,0,
PH083700000,PH083736000,PH083736023,Leyte,Netherlands Red Cross,Merida,Mat-e,5,5,,,,,,,0,,,,
PH083700000,PH083736000,#N/A,Leyte,Netherlands Red Cross,Merida,Caunzo,35,35,,0,,0,0,0,0,,,0,
PH083700000,PH083738000,PH083738006,Leyte,Swiss Red Cross,Ormoc City,Biliboy,12,12,,8,0,,,,,,,,
PH083700000,PH083738000,PH083738007,Leyte,Swiss Red Cross,Ormoc City,Borok,41,27,,22,0,,,,,,,,
PH083700000,PH083738000,PH083738063,Leyte,Swiss Red Cross,Ormoc City,Magaswi,7,7,,6,,,0,0,,,,,
PH083700000,PH083738000,PH083738065,Leyte,Swiss Red Cross,Ormoc City,Mahayahay,35,31,,6,0,0,0,0,0,0,,0,
PH083700000,PH083738000,PH083738068,Leyte,Swiss Red Cross,Ormoc City,Mas-in,66,62,,18,0,0,0,0,,0,,0,
PH083700000,PH083738000,PH083738077,Leyte,Swiss Red Cross,Ormoc City,"Quezon, Jr.",49,43,,11,0,0,0,,0,0,,0,
PH083700000,PH083738000,PH083738093,Leyte,Swiss Red Cross,Ormoc City,Cabintan,40,36,,19,0,0,,,,,,,
PH083700000,PH083738000,PH083738110,Leyte,Swiss Red Cross,Ormoc City,Bayog,39,35,,11,,0,0,,0,0,,0,
PH083700000,PH083738000,#N/A,Leyte,Swiss Red Cross,Ormoc City,RM Tan,48,44,,16,0,0,0,,,0,,0,
PH083700000,PH083738000,#N/A,Leyte,Swiss Red Cross,Ormoc City,Boroc,0,0,,,,,,,,,,,
PH083700000,PH083738000,#N/A,Leyte,Sutherland,Ormoc City,(blank),,,,,,,2,,,,,,
PH083700000,PH083739000,#N/A,Leyte,IFRC,Palo,Model House,1,1,,,,,,,0,,,,
PH083700000,PH083741000,PH083741001,Leyte,IFRC,Pastrana,Arabunog,22,17,,,,,,,,,,,
PH083700000,PH083741000,PH083741004,Leyte,IFRC,Pastrana,Cabaohan,38,38,,,,,,,,,,,
PH083700000,PH083741000,PH083741029,Leyte,IFRC,Pastrana,Yapad,76,56,,,,,,,,,,,
PH083700000,PH083741000,#N/A,Leyte,IFRC,Pastrana,Poblacion Dist. IV (Model House),1,1,,,,,,,,,,,
PH083700000,PH083741000,#N/A,Leyte,IFRC,Pastrana,Poblacion Dist. II,7,3,,,,,,,,,,,
PH083700000,PH083741000,#N/A,Leyte,IFRC,Pastrana,Poblacion I,5,0,,,,,,,,,,,
PH083700000,PH083741000,#N/A,Leyte,IFRC,Pastrana,Socsoco,17,9,,,,,,,,,,,
PH083700000,PH083742000,PH083742013,Leyte,Australian Red Cross,San Isidro,Hacienda Maria,16,9,,163,,,0,0,,,,,
PH083700000,PH083742000,PH083742014,Leyte,Australian Red Cross,San Isidro,Linao,13,13,,13,,0,0,,,,,0,
PH083700000,PH083742000,PH083742018,Leyte,Australian Red Cross,San Isidro,San Jose,,,,11,,,,,,,,,
PH083700000,PH083742000,PH083742021,Leyte,Australian Red Cross,San Isidro,Busay,22,22,,0,,,0,0,,,,,
PH083700000,PH083742000,PH083742022,Leyte,Australian Red Cross,San Isidro,San Miguel,2,2,,,,0,0,,,,,0,
PH083700000,PH083742000,#N/A,Leyte,Australian Red Cross,San Isidro,Crossing,2,2,,0,,,0,0,0,,,,
PH083700000,PH083742000,#N/A,Leyte,Australian Red Cross,San Isidro,Capi?ahan,21,21,,,,0,0,,,,,0,
PH083700000,PH083743000,PH083743004,Leyte,IFRC,San Miguel,Cabatianuhan,82,82,,0,,0,0,,,,,0,
PH083700000,PH083743000,PH083743005,Leyte,IFRC,San Miguel,Canap,28,28,,,,,,,0,,,,
PH083700000,PH083743000,PH083743007,Leyte,IFRC,San Miguel,Caraycaray,17,17,,,,,,,0,,,,
PH083700000,PH083743000,PH083743010,Leyte,IFRC,San Miguel,Guinciaman,32,32,,0,,0,0,0,0,,,0,
PH083700000,PH083743000,PH083743011,Leyte,IFRC,San Miguel,Impo,10,10,,0,,0,0,,,,,0,
PH083700000,PH083743000,PH083743012,Leyte,IFRC,San Miguel,Kinalumsan,8,8,,,,0,0,0,0,,,0,
PH083700000,PH083743000,PH083743018,Leyte,IFRC,San Miguel,Patong,15,15,,,,,,,0,,,,
PH083700000,PH083743000,PH083743020,Leyte,IFRC,San Miguel,San Andres,24,24,,,,0,0,,,,,0,
PH083700000,PH083743000,PH083743022,Leyte,IFRC,San Miguel,Santol,36,36,,0,,0,0,0,,,,0,
PH083700000,PH083745000,PH083745009,Leyte,Australian Red Cross,Tabango,Manlawaan,43,39,,0,,0,0,0,,,,0,
PH083700000,PH083745000,PH083745011,Leyte,Australian Red Cross,Tabango,Poblacion,2,2,,,,,,,0,,,,
PH083700000,PH083746000,PH083746001,Leyte,IFRC,Tabontabon,Amandangay,29,29,,,,,0,0,0,0,,,
PH083700000,PH083746000,PH083746003,Leyte,IFRC,Tabontabon,Balingasag,11,11,,,,0,0,0,0,,,0,
PH083700000,PH083746000,PH083746004,Leyte,IFRC,Tabontabon,Belisong,48,48,,0,,0,0,0,,,,0,
PH083700000,PH083746000,PH083746005,Leyte,IFRC,Tabontabon,Cambucao,11,11,,,,0,0,0,0,,,0,
PH083700000,PH083746000,PH083746006,Leyte,IFRC,Tabontabon,Capahuan,92,92,,0,,,0,,0,,,,0
PH083700000,PH083746000,PH083746008,Leyte,IFRC,Tabontabon,Jabong,62,62,,0,,0,0,0,,,,0,
PH083700000,PH083746000,PH083746010,Leyte,IFRC,Tabontabon,Mering,172,172,,0,,,0,,0,,,,0
PH083700000,PH083746000,PH083746011,Leyte,IFRC,Tabontabon,Mohon,14,14,,0,,,0,,0,,,,
PH083700000,PH083746000,PH083746013,Leyte,IFRC,Tabontabon,District I Pob. (Quezon),76,76,,0,,,0,0,0,0,,,0
PH083700000,PH083746000,PH083746014,Leyte,IFRC,Tabontabon,District II Pob. (Rizal),69,69,0,0,,,0,0,0,0,,0,
PH083700000,PH083746000,PH083746015,Leyte,IFRC,Tabontabon,District III Pob. (Bonifacio),31,31,,0,,,0,0,0,0,,,
PH083700000,PH083746000,PH083746016,Leyte,IFRC,Tabontabon,District IV Pob. (Macarthur),72,72,0,0,,,0,0,0,0,,0,0
PH083700000,PH083746000,PH083746017,Leyte,IFRC,Tabontabon,San Pablo (Mooc),86,86,,0,,0,0,,0,,,0,
PH083700000,PH083746000,#N/A,Leyte,IFRC,Tabontabon,Mercaduhay,64,64,,0,,0,0,0,0,,,0,
PH083700000,PH083746000,#N/A,Leyte,IFRC,Tabontabon,Guingauan,2,2,,0,,0,0,,,,,0,
PH083700000,PH083747000,PH083747022,Leyte,American Red Cross,Tacloban City (Capital),Barangay 103-A (San Paglaum),33,28,,0,,65,1,0,0,0,,0,
PH083700000,PH083747000,PH083747061,Leyte,American Red Cross,Tacloban City (Capital),Barangay 37-A,0,0,,0,,260,1,0,,,,0,
PH083700000,PH083747000,PH083747095,Leyte,American Red Cross,Tacloban City (Capital),Barangay 65,6,5,,0,,,0,0,,,,,
PH083700000,PH083747000,PH083747110,Leyte,American Red Cross,Tacloban City (Capital),Barangay 79 (Marasbaras),10,9,,0,,380,1,0,,,,0,
PH083700000,PH083747000,PH083747127,Leyte,Australian DFAT,Tacloban City (Capital),Barangay 93 (Bagacay),150,150,,0,,0,0,0,0,0,,0,
PH083700000,PH083747000,PH083747151,Leyte,American Red Cross,Tacloban City (Capital),Barangay 83-C (San Jose),12,7,,0,,574,0,0,,,,0,
PH083700000,PH083747000,#N/A,Leyte,Qatar Red Crescent Societies,Tacloban City (Capital),Abucay,26,18,,,,0,0,0,0,,,0,
PH083700000,PH083747000,#N/A,Leyte,Qatar Red Crescent Societies,Tacloban City (Capital),Apitong,23,23,,,,0,0,0,0,,,0,
PH083700000,PH083747000,#N/A,Leyte,Qatar Red Crescent Societies,Tacloban City (Capital),Cabalawan,0,0,,,,,,,0,,,,
PH083700000,PH083747000,#N/A,Leyte,Qatar Red Crescent Societies,Tacloban City (Capital),Camansihay,0,0,,,,,,,0,,,,
PH083700000,PH083747000,#N/A,Leyte,Qatar Red Crescent Societies,Tacloban City (Capital),Diit,114,114,,0,,0,0,0,0,,,0,
PH083700000,PH083747000,#N/A,Leyte,Qatar Red Crescent Societies,Tacloban City (Capital),New Kawayan,0,0,,,,,,,0,,,,
PH083700000,PH083747000,#N/A,Leyte,Qatar Red Crescent Societies,Tacloban City (Capital),San Isidro,0,0,,,,,,,0,,,,
PH083700000,PH083747000,#N/A,Leyte,Qatar Red Crescent Societies,Tacloban City (Capital),Sta. Elena,185,172,,0,,,0,0,0,,,,
PH083700000,PH083747000,#N/A,Leyte,Qatar Red Crescent Societies,Tacloban City (Capital),Tagporo,27,0,,,,,,,0,,,,
PH083700000,PH083747000,#N/A,Leyte,Qatar Red Crescent Societies,Tacloban City (Capital),Tigbao,6,4,,,,0,0,0,0,,,0,
PH083700000,PH083747000,#N/A,Leyte,PRC-Citibank,Tacloban City (Capital),Calanipawan,66,41,,0,,0,0,0,,,,0,
PH083700000,PH083749000,PH083749001,Leyte,Spanish Red Cross,Tolosa,Burak,36,36,,,,,0,0,0,0,,,
PH083700000,PH083749000,PH083749002,Leyte,Spanish Red Cross,Tolosa,Canmogsay,0,0,,,,,1,1,1,0,,,
PH083700000,PH083749000,PH083749004,Leyte,Spanish Red Cross,Tolosa,Capangihan,25,25,,0,,,1,1,1,0,,,
PH083700000,PH083749000,PH083749005,Leyte,Spanish Red Cross,Tolosa,Malbog,0,0,,,,,1,1,1,0,,,
PH083700000,PH083749000,PH083749007,Leyte,Spanish Red Cross,Tolosa,Opong,106,106,,0,,0,1,1,1,0,,0,
PH083700000,PH083749000,PH083749008,Leyte,Spanish Red Cross,Tolosa,Poblacion,2,2,,,,,0,0,,0,,,
PH083700000,PH083749000,PH083749010,Leyte,Spanish Red Cross,Tolosa,San Roque,61,61,,0,,,1,1,1,0,,,
PH083700000,PH083749000,PH083749011,Leyte,Spanish Red Cross,Tolosa,San Vicente,53,53,,0,,0,1,1,1,0,,0,
PH083700000,PH083749000,PH083749012,Leyte,Spanish Red Cross,Tolosa,Tanghas,1,1,,,,,1,1,1,0,,,
PH083700000,PH083749000,PH083749015,Leyte,Spanish Red Cross,Tolosa,Imelda,19,19,,0,,,1,1,1,0,,,
PH083700000,PH083749000,#N/A,Leyte,Spanish Red Cross,Tolosa,Dona Brigida,134,119,,0,,,0,0,,0,,,
PH086000000,PH086002000,PH086002002,Samar (Western Samar),German Red Cross,Basey,Anglit,77,62,,,,0,,0,0,,,,
PH086000000,PH086002000,PH086002005,Samar (Western Samar),German Red Cross,Basey,Basiao,148,148,,,,0,,0,0,,,0,
PH086000000,PH086002000,PH086002005,Samar (Western Samar),Spanish Red Cross,Basey,Basiao,50,50,,,,0,,0,0,,,,
PH086000000,PH086002000,PH086002010,Samar (Western Samar),ICRC,Basey,Cancaiyas,22,22,,,,76,,,,,,0,
PH086000000,PH086002000,PH086002011,Samar (Western Samar),Australian Red Cross,Basey,Canmanila,0,0,,,,0,1,1,1,,,,
PH086000000,PH086002000,PH086002011,Samar (Western Samar),ICRC,Basey,Canmanila,47,47,,,,69,,0,0,,,0,
PH086000000,PH086002000,PH086002012,Samar (Western Samar),Spanish Red Cross,Basey,Catadman,85,85,,,,0,,0,,,,,
PH086000000,PH086002000,PH086002013,Samar (Western Samar),ICRC,Basey,Cogon,67,67,,,,123,,0,0,,,0,
PH086000000,PH086002000,PH086002015,Samar (Western Samar),ICRC,Basey,Guintigui-an,32,32,,,,39,,0,0,,,0,
PH086000000,PH086002000,PH086002016,Samar (Western Samar),Australian Red Cross,Basey,Guirang,0,0,,,,0,1,1,1,,,,
PH086000000,PH086002000,PH086002016,Samar (Western Samar),ICRC,Basey,Guirang,39,39,,,,103,,0,0,,,0,
PH086000000,PH086002000,PH086002017,Samar (Western Samar),ICRC,Basey,Balante,27,27,,,,85,,0,0,,,0,
PH086000000,PH086002000,PH086002019,Samar (Western Samar),Australian Red Cross,Basey,Inuntan,0,0,,,,0,1,1,1,,,,
PH086000000,PH086002000,PH086002019,Samar (Western Samar),ICRC,Basey,Inuntan,10,10,,,,23,,0,0,,,0,
PH086000000,PH086002000,PH086002021,Samar (Western Samar),ICRC,Basey,Loog,43,43,,,,168,,0,0,,,,
PH086000000,PH086002000,PH086002022,Samar (Western Samar),Australian Red Cross,Basey,Mabini,0,0,,,,0,2,2,1,,,,
PH086000000,PH086002000,PH086002022,Samar (Western Samar),ICRC,Basey,Mabini,57,57,,,,171,,0,0,,,0,
PH086000000,PH086002000,PH086002023,Samar (Western Samar),Spanish Red Cross,Basey,Magallanes,96,96,,,,0,,,,,,,
PH086000000,PH086002000,PH086002025,Samar (Western Samar),ICRC,Basey,Del Pilar,34,34,,,,140,,0,0,,,0,
PH086000000,PH086002000,PH086002026,Samar (Western Samar),Australian Red Cross,Basey,May-it,0,0,,,,0,1,1,1,,,,
PH086000000,PH086002000,PH086002027,Samar (Western Samar),ICRC,Basey,Mongabong,19,19,,,,42,,0,0,,,0,
PH086000000,PH086002000,PH086002028,Samar (Western Samar),ICRC,Basey,New San Agustin,27,27,,,,52,,,,,,0,
PH086000000,PH086002000,PH086002041,Samar (Western Samar),ICRC,Basey,Roxas,46,46,,,,68,,0,0,,,0,
PH086000000,PH086002000,PH086002045,Samar (Western Samar),Spanish Red Cross,Basey,Serum,100,100,,,,0,,,,,,,
PH086000000,PH086002000,PH086002046,Samar (Western Samar),Australian Red Cross,Basey,Sugca,0,0,,,,0,1,1,1,,,,
PH086000000,PH086002000,PH086002047,Samar (Western Samar),Australian Red Cross,Basey,Sugponon,0,0,,,,0,1,1,1,,,,
PH086000000,PH086002000,PH086002048,Samar (Western Samar),Australian Red Cross,Basey,Tinaogan,0,0,,,,0,1,1,1,,,,
PH086000000,PH086002000,PH086002048,Samar (Western Samar),Spanish Red Cross,Basey,Tinaogan,24,24,,,,0,,,,,,0,
PH086000000,PH086002000,PH086002049,Samar (Western Samar),Spanish Red Cross,Basey,Tingib,135,135,,,,0,,,,,,0,
PH086000000,PH086002000,PH086002050,Samar (Western Samar),ICRC,Basey,Villa Aurora,23,23,,,,290,,0,0,,,0,
PH086000000,PH086002000,PH086002051,Samar (Western Samar),Australian Red Cross,Basey,Binongtu-an,0,0,,,,0,1,1,1,,,,
PH086000000,PH086002000,PH086002052,Samar (Western Samar),ICRC,Basey,Bulao,62,62,,,,177,,0,0,,,0,
PH086000000,PH086002000,#N/A,Samar (Western Samar),German Red Cross,Basey,Balud,150,150,,,,0,,0,0,,,,
PH086000000,PH086002000,#N/A,Samar (Western Samar),Spanish Red Cross,Basey,Amandayahen,109,109,,,,0,,,,,,0,
PH086000000,PH086002000,#N/A,Samar (Western Samar),Spanish Red Cross,Basey,Loyo,0,0,,,,0,,,,,,1,
PH086000000,PH086002000,#N/A,Samar (Western Samar),Spanish Red Cross,Basey,San Fernando,95,95,,,,0,,0,,,,,
PH086000000,PH086010000,PH086010006,Samar (Western Samar),ICRC,Marabut,Logero,44,44,,,,0,,0,0,,,0,
PH086000000,PH086010000,PH086010008,Samar (Western Samar),ICRC,Marabut,Pinalanga,58,58,,,,0,,0,0,,,0,
PH086000000,PH086010000,PH086010013,Samar (Western Samar),ICRC,Marabut,Tagalag,65,65,,,,0,,0,0,,,0,
PH086000000,PH086010000,PH086010014,Samar (Western Samar),ICRC,Marabut,Tinabanan,96,96,,,,0,,0,0,,,0,
PH086000000,PH086010000,PH086010018,Samar (Western Samar),ICRC,Marabut,Mabuhay,44,44,,,,0,,0,0,,,,
PH086000000,PH086010000,PH086010020,Samar (Western Samar),Spanish Red Cross,Marabut,Odoc,10,10,,,,0,,,,,,,
PH086000000,PH086010000,PH086010021,Samar (Western Samar),ICRC,Marabut,Panan-awan,75,75,,,,0,,0,0,,,0,
PH086000000,PH086010000,PH086010024,Samar (Western Samar),Spanish Red Cross,Marabut,Veloso,67,67,,,,0,,,,,,,
PH086000000,PH086010000,#N/A,Samar (Western Samar),ICRC,Marabut,Catato,2,2,,,,0,,0,0,,,0,
PH086000000,PH086010000,#N/A,Samar (Western Samar),ICRC,Marabut,Rono,15,15,,,,0,,0,0,,,0,
PH086000000,PH086010000,#N/A,Samar (Western Samar),ICRC,Marabut,Santo Niño,15,15,,,,0,,0,0,,,,
PH086000000,PH086010000,#N/A,Samar (Western Samar),ICRC,Marabut,Sitio 22 (Tinabanan),64,64,,,,0,,0,0,,,0,
PH086000000,PH086010000,#N/A,Samar (Western Samar),Spanish Red Cross,Marabut,Pinamitinan,19,19,,,,0,,,,,,,
PH175300000,PH175307000,PH175307001,Palawan,Bahrain Red Crescent,Busuanga,Bogtong,8,8,,,,,,,,,,,
PH175300000,PH175307000,PH175307001,Palawan,Swiss Red Cross,Busuanga,Bogtong,0,0,,2,,,,,,,,,
PH175300000,PH175307000,PH175307006,Palawan,Swiss Red Cross,Busuanga,Maglalambay,0,0,,2,,,,,,,,,
PH175300000,PH175307000,PH175307013,Palawan,Swiss Red Cross,Busuanga,San Isidro,0,0,,2,,,,,,,,,
PH175300000,PH175307000,PH175307014,Palawan,Swiss Red Cross,Busuanga,San Rafael,0,0,,2,,,,,,,,,
PH175300000,PH175309000,PH175309006,Palawan,Swiss Red Cross,Coron,Cabugao,2,0,,3,,,,,,,,,
PH175300000,PH175309000,PH175309009,Palawan,Swiss Red Cross,Coron,Decalachao,5,5,,2,,,,,,,,,
